rank,composite,venue,year,is_seed,cites_cluster,cited_by_seed,indegree,cited_by_count,lex,facets,title,authors,oa_url,key
514,4.0,JURIX,2020,0,0,0,0,,4,bounded-deontics|intro-executable,Permissioned Blockchains: Towards Privacy Management and Data Regulation Compliance,Paulo Henrique Cardoso Alves; Isabella Zalcberg Frajhof; Fernando A. Correia; Clarisse Sieckenius de Souza; Hélio Lopes,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200866,conf/jurix/AlvesFCSL20
515,4.0,JURIX,2022,1,0,0,0,0,0,,Measuring the Complexity of Dutch Legislation,Tim van den Belt; Henry Prakken,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220475,conf/jurix/BeltP22
516,4.0,JURIX,2024,0,0,0,0,0,4,bounded-deontics,Conflict Analysis for Timed Contract Automata,Shaun Azzopardi; Gordon J. Pace,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241251,conf/jurix/AzzopardiP24
517,4.0,JURIX,2024,1,0,0,0,0,0,,Addressing Causal Puzzles in Law Through Argumentation,Ruta Liepina; Giuseppe Pisano; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241276,conf/jurix/LiepinaPS24
518,4.0,JURIX,2024,1,0,0,0,0,0,,An Application of Case-Based Reasoning to Decision-Making in Dutch Administrative Law,Joep Nouwens; AnneMarie Borg; Henry Prakken,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241240,conf/jurix/NouwensBP24
519,4.0,JURIX,2024,1,0,0,0,0,0,,Values and Factor Ascription Arguments,Tomasz Zurek; Adam Z. Wyner; Trevor J. M. Bench-Capon,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241249,conf/jurix/ZurekWB24
520,4.0,JURIX,2025,0,0,0,0,0,4,bounded-deontics|intro-executable,Accountability as a Software Engineering Tool for Multi-Agent Systems,Matteo Baldoni; Cristina Baroglio; Roberto Micalizio; Stefano Tedeschi,https://doi.org/10.3233/faia251596,conf/jurix/BaldoniBM025
521,3.98,ICAIL,2013,0,0,1,4,53,0,,Toward constructing evidence-based legal arguments using legal decision documents and machine learning,Kevin D. Ashley; Vern R. Walker,,conf/icail/AshleyW13
522,3.97,JURIX,2021,0,2,0,2,9,0,,An Analytical Study of Algorithmic and Expert Summaries of Legal Cases,Aniket Deroy; Paheli Bhattacharya; Kripabandhu Ghosh; Saptarshi Ghosh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210322,conf/jurix/DeroyBG021
523,3.96,ICAIL,1995,0,0,1,5,30,0,,Doing Things with Factors,Vincent Aleven; Kevin D. Ashley,,conf/icail/AlevenA95
524,3.96,ICAIL,2007,0,2,0,1,28,0,,Semantic enhancement for legal information retrieval: Iuriservice performance,Nuria Casellas; Pompeu Casanovas; Joan-Josep Vallbé; Marta Poblet; Mercedes Blázquez; Jesús Contreras; José Manuel López Cobo; V. Richard Benjamins,,conf/icail/CasellasCVPBCCB07
525,3.95,ICAIL,2019,0,1,0,0,11,2,cnl,Explainable Bayesian Network Query Results via Natural Language Generation Systems,Jeroen Keppens,,conf/icail/Keppens19
526,3.94,DEON,2014,0,2,0,0,5,1,bounded-deontics,For a Dynamic Semantics of Necessity Deontic Modals,Alessandra Marra,,conf/deon/Marra14
527,3.94,ICAIL,1995,0,0,1,5,28,0,,A Constraint-Driven System for Contract Assembly,Aspassia Daskalopulu; Marek J. Sergot,https://dl.acm.org/doi/pdf/10.1145/222092.222130,conf/icail/DaskalopuluS95
528,3.93,ICAIL,1995,0,2,0,1,25,0,,New HELIC-II: A Software Tool for Legal Eeasoning,Katsumi Nitta; Masato Shibasaki; Tsuyoshi Sakata; Takahiro Yamaji; Wang Xianchang; Hiroshi Ohsaki; Satoshi Tojo; Iwao Kokubo; T. Anu Suzuki,https://dl.acm.org/doi/pdf/10.1145/222092.222260,conf/icail/NittaSSYXOTKS95
529,3.92,ICAIL,2017,0,2,0,1,24,0,,CLIEL: context-based information extraction from commercial law documents,Matias Garcia-Constantino; Katie Atkinson; Danushka Bollegala; Karl Chapman; Frans Coenen; Claire Roberts; Katy Robson,,conf/icail/Garcia-Constantino17
530,3.91,ICAIL,1987,0,0,0,8,46,1,determinacy,A Connectionist Approach to Conceptual Information Retrieval,Richard K. Belew,https://dl.acm.org/doi/pdf/10.1145/41735.41749,conf/icail/Belew87
531,3.9,ICAIL,1989,0,0,1,5,24,0,,PROLEXS Divide and Rule: A Legal Application,Anja Oskamp; R. F. Walker; J. A. Schrickx; P. H. van den Berg,https://dl.acm.org/doi/pdf/10.1145/74014.74022,conf/icail/OskampWSB89
532,3.87,JURIX,2008,0,1,0,2,13,1,intro-executable,Formal Aspects of Legislative Meta-Drafting,Carlo Biagioli; Davide Grossi,,conf/jurix/BiagioliG08
533,3.86,ICAIL,1993,0,0,1,5,21,0,,FLEXICON: An Evaluation of a Statistical Ranking Model Adapted to Intelligent Legal Text Management,Daphne Gelbart; J. C. Smith,https://dl.acm.org/doi/pdf/10.1145/158976.158994,conf/icail/GelbartS93
534,3.86,ICAIL,2001,0,1,0,0,8,2,bounded-deontics,Norms and time in agent-based systems,Tiberiu Stratulat; Françoise Clérin-Debart; Patrice Enjalbert,,conf/icail/StratulatCE01
535,3.86,ICAIL,2023,0,0,1,2,4,1,determinacy,Computational Accountability,Joris Hulstijn,https://dl.acm.org/doi/pdf/10.1145/3594536.3595122,conf/icail/Hulstijn23
536,3.85,ICAIL,1991,0,1,0,1,37,1,intro-executable,Norms and Formalization,Henning Herrestad,,conf/icail/Herrestad91
537,3.85,JURIX,2023,0,2,0,1,19,0,,From Text to Structure: Using Large Language Models to Support the Development of Legal Expert Systems,Samyar Janatian; Hannes Westermann; Jinzhe Tan; Jaromír Savelka; Karim Benyekhlef,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230962,conf/jurix/JanatianWTSB23
538,3.83,DEON,2006,0,0,0,3,10,2,bounded-deontics,Conflicting Obligations in Multi-agent Deontic Logic,Barteld P. Kooi; Allard M. Tamminga,,conf/deon/KooiT06
539,3.83,ICAIL,2017,0,1,0,5,53,0,,"A low-cost, high-coverage legal named entity recognizer, classifier and linker",Cristian Cardellino; Milagro Teruel; Laura Alonso Alemany; Serena Villata,https://hal.archives-ouvertes.fr/hal-01541446/file/main.pdf,conf/icail/CardellinoTAV17
540,3.82,ICAIL,1997,0,0,1,1,12,1,intro-executable,The Other Formalization of Law: SGML Modelling and Tagging,Daniel Poulin; Guy Huard; Alain Lavoie,https://dl.acm.org/doi/pdf/10.1145/261618.261637,conf/icail/PoulinHL97
541,3.82,JURIX,2019,0,2,0,2,5,0,,PrOnto Ontology Refinement Through Open Knowledge Extraction,Monica Palmirani; Giorgia Bincoletto; Valentina Leone; Salvatore Sapienza; Francesco Sovrano,https://doi.org/10.3233/faia190326,conf/jurix/PalmiraniBLSS19
542,3.81,ICAIL,1989,0,0,0,8,32,1,determinacy,Toward a Computational Theory of Arguing with Precedents,Kevin D. Ashley,https://dl.acm.org/doi/pdf/10.1145/74014.74028,conf/icail/Ashley89
543,3.81,JURIX,2022,0,3,0,0,1,0,,The LegAi Editor: A Tool for the Construction of Legal Knowledge Bases,Tomer Libal,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220482,conf/jurix/Libal22
544,3.81,JURIX,2023,0,3,0,0,1,0,,Answer Set Programming for Legal Decision Support and Explanation,Daniele Theseider Dupré,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230994,conf/jurix/Dupre23
545,3.75,ICAIL,2001,0,0,1,5,14,0,,A cognitive approach to judicial opinion structure: applying domain expertise to component analysis,Jack G. Conrad; Daniel P. Dabney,,conf/icail/ConradD01
546,3.75,JURIX,2008,0,0,0,2,17,2,determinacy,Towards Semantic Interpretation of Legal Modifications through Deep Syntactic Analysis,Raffaella Brighi; Leonardo Lesmo; Alessandro Mazzei; Monica Palmirani; Daniele Paolo Radicioni,,conf/jurix/BrighiLMPR08
547,3.74,ICAIL,2011,0,1,0,0,5,2,bounded-deontics,Modelling semantic profiles in legislative documents for enhanced norm accessibility,Tommaso Agnoloni; Enrico Francesconi,,conf/icail/AgnoloniF11
548,3.73,ICAIL,1993,0,0,0,3,7,2,cnl,CHINATAX: Exploring Isomorphism with Chinese Law,Graham Brown,https://dl.acm.org/doi/pdf/10.1145/158976.158998,conf/icail/Brown93
549,3.73,JURIX,2018,0,2,0,0,2,1,cnl,A Tool to Highlight Weaknesses and Strengthen Cases: CISpaces.org,Federico Cerutti; Timothy J. Norman; Alice Toniolo,https://doi.org/10.3233/978-1-61499-935-5-186,conf/jurix/CeruttiNT18
550,3.72,DEON,2006,0,1,0,5,36,0,,Counts-as: Classification or Constitution? An Answer Using Modal Logic,Davide Grossi; John-Jules Ch. Meyer; Frank Dignum,https://dspace.library.uu.nl/handle/1874/19680,conf/deon/GrossiMD06
551,3.72,ICAIL,2009,0,0,0,6,47,1,determinacy,The network of French legal codes,Pierre Mazzega; Danièle Bourcier; Romain Boulet,https://arxiv.org/pdf/1204.6284,conf/icail/MazzegaBB09
552,3.71,DEON,2012,0,0,0,2,15,2,bounded-deontics,The Logic of Obligation as Weakest Permission - (Short Version),Olivier Roy; Albert J. J. Anglberger; Norbert Gratzl,,conf/deon/RoyAG12
553,3.65,JURIX,2009,0,0,0,2,12,2,bounded-deontics,Prescriptive and Descriptive Obligations in Dynamic Epistemic Deontic Logic,Guillaume Aucher; Guido Boella; Leendert W. N. van der Torre,https://inria.hal.science/inria-00556080,conf/jurix/AucherBT09
554,3.62,ICAIL,2023,0,1,0,0,3,2,determinacy,The Dutch Law as a Semantic Role Labeling Dataset,Romy A. N. van Drie; Maaike H. T. de Boer; Roos M. Bakker; Ioannis Tolios; Daan Vos,,conf/icail/DrieBBTV23
555,3.6,DEON,2010,0,3,0,0,0,0,,"Relationships between Actions Performed by Institutional Agents, Human Agents or Software Agents",Robert Demolombe,,conf/deon/Demolombe10
556,3.6,ICAIL,1993,0,0,0,2,10,2,determinacy,Can Legal Knowledge be Derived from Legal Texts?,Vassilis Konstantinou; John Sykes; Georgios N. Yannopoulos,,conf/icail/KonstantinouSY93
557,3.6,ICAIL,1995,0,0,1,3,26,0,,ON-LINE: An Architecture for Modelling Legal Information,André Valente; Joost Breuker,,conf/icail/ValenteB95
558,3.6,ICAIL,2025,0,3,0,0,0,0,,Finding the Goldilocks Zone: Retrieving Citation Context,Jack Mumford; David Bareham; Katie Atkinson; Jeremy Marshall,https://doi.org/10.1145/3769126.3769261,conf/icail/MumfordBAM25
559,3.59,DEON,2004,0,0,1,1,5,1,bounded-deontics,Conflicting Imperatives and Dyadic Deontic Logic,Jörg Hansen,,conf/deon/Hansen04
560,3.53,DEON,2006,0,1,0,0,2,2,bounded-deontics|defeasible-fm,Permissions and Uncontrollable Propositions in DSDL3: Non-monotonicity and Algorithms,Souhila Kaci; Leendert W. N. van der Torre,,conf/deon/KaciT06
561,3.53,DEON,2010,0,1,0,0,2,2,bounded-deontics|defeasible-fm,Axioms for Obligation and Robustness with Temporal Logic,Tim French; John Christopher McCabe-Dansted; Mark Reynolds,,conf/deon/FrenchMR10
562,3.51,ICAIL,1997,0,0,1,3,19,0,,Knowledge Discovery in the Split Up Project,John Zeleznikow; Andrew Stranieri,https://dl.acm.org/doi/pdf/10.1145/261618.261638,conf/icail/ZeleznikowS97
563,3.5,ICAIL,2009,0,1,0,5,17,0,,Segmentation of legal documents,Eneldo Loza Mencía,http://www.ke.informatik.tu-darmstadt.de/publications/papers/loza09segmentation.pdf,conf/icail/Mencia09
564,3.49,ICAIL,1989,0,0,1,3,18,0,,The Latent Damage System: A Jurisprudential Analysis,Richard E. Susskind,,conf/icail/Susskind89
565,3.49,JURIX,2020,0,1,0,2,3,1,intro-executable,A Taxonomy for the Representation of Privacy and Data Control Signals,Kartik Chawla; Joris Hulstijn,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200846,conf/jurix/ChawlaH20
566,3.48,DEON,2008,0,2,0,0,35,0,,Reasoning about Conditions and Exceptions to Laws in Regulatory Conformance Checking,Nikhil Dinesh; Aravind K. Joshi; Insup Lee; Oleg Sokolsky,,conf/deon/DineshJLS08
567,3.48,ICAIL,2007,0,1,0,4,26,0,,Terminological and ontological analysis of European directives: multilinguism in law,Gianmaria Ajani; Leonardo Lesmo; Guido Boella; Alessandro Mazzei; Piercarlo Rossi,,conf/icail/AjaniLBMR07
568,3.45,ICAIL,2015,0,1,0,6,9,0,,Transfer of predictive models for classification of statutory texts in multi-jurisdictional settings,Jaromír Savelka; Kevin D. Ashley,,conf/icail/SavelkaA15
